Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Column1,Column2,Column3,,,,
02 May 2023,Camera,Electronics,East,1.00,1120.00,127.32,,,,,,,
26 October 2024,Monitor,Accessories,North,6.00,3438.00,631.95,,,,,,,
27 September 2022,Smartwatch,Electronics,West,5.00,3170.00,379.27,,,,,,,
25 June 2023,Smartwatch,Electronics,East,4.00,660.00,83.96,,,,,,,
05 November 2022,Tablet,Electronics,East,7.00,4669.00,1088.15,,,,,,,
12 August 2022,Smartwatch,Electronics,West,5.00,1045.00,89.00,,,,,,,
27 February 2022,Keyboard,Accessories,North,4.00,2724.00,229.47,,,,,,,
14 September 2023,Headphones,Accessories,West,8.00,5312.00,1583.00,,,,,,,
23 November 2024,Tablet,Electronics,West,4.00,4252.00,445.18,,,,,,,
09 October 2024,Printer,Office,East,7.00,8057.00,1652.27,,,,,,,
20 June 2023,Keyboard,Accessories,South,7.00,2023.00,274.25,,,,,,,
16 March 2024,Monitor,Accessories,South,8.00,9416.00,2125.54,,,,,,,
27 November 2023,Monitor,Accessories,East,8.00,7560.00,494.34,,,,,,,
08 January 2023,Monitor,Accessories,West,2.00,828.00,50.07,,,,,,,
07 December 2023,Mouse,Accessories,West,1.00,527.00,27.45,,,,,,,
11 September 2022,Keyboard,Accessories,North,2.00,1160.00,206.49,,,,,,,
29 March 2022,Mouse,Accessories,West,5.00,5430.00,310.86,,,,,,,
15 January 2024,Tablet,Electronics,South,7.00,6874.00,454.53,,,,,,,
12 July 2023,Printer,Office,East,8.00,8952.00,1825.37,,,,,,,
06 June 2022,Mouse,Accessories,East,8.00,416.00,67.81,,,,,,,
18 November 2023,Smartphone,Electronics,South,3.00,1680.00,140.27,,,,,,,
27 August 2022,Mouse,Accessories,South,7.00,4340.00,383.90,,,,,,,
16 January 2022,Laptop,Electronics,West,9.00,7650.00,2130.82,,,,,,,
03 April 2024,Smartwatch,Electronics,West,8.00,6328.00,412.76,,,,,,,
19 August 2022,Keyboard,Accessories,West,2.00,1312.00,344.00,,,,,,,
21 January 2022,Camera,Electronics,East,9.00,8055.00,2300.17,,,,,,,
19 March 2022,Camera,Electronics,South,2.00,840.00,153.61,,,,,,,
16 March 2023,Tablet,Electronics,South,9.00,9423.00,2794.89,,,,,,,
30 December 2023,Monitor,Accessories,North,8.00,6520.00,1113.12,,,,,,,
20 October 2022,Laptop,Electronics,North,3.00,1950.00,116.12,,,,,,,
16 October 2023,Camera,Electronics,South,6.00,5928.00,1177.20,,,,,,,
29 July 2023,Camera,Electronics,South,7.00,4809.00,1418.72,,,,,,,
04 June 2023,Smartphone,Electronics,West,4.00,356.00,23.40,,,,,,,
28 April 2023,Laptop,Electronics,South,2.00,570.00,94.39,,,,,,,
13 May 2022,Monitor,Accessories,East,7.00,7791.00,907.96,,,,,,,
10 May 2024,Smartwatch,Electronics,East,4.00,4168.00,494.48,,,,,,,
21 August 2023,Tablet,Electronics,North,2.00,684.00,183.85,,,,,,,
05 January 2024,Smartphone,Electronics,East,7.00,3857.00,447.99,,,,,,,
07 September 2024,Camera,Electronics,North,5.00,3250.00,699.99,,,,,,,
03 August 2023,Printer,Office,North,6.00,1194.00,79.62,,,,,,,
07 May 2023,Laptop,Electronics,West,6.00,3486.00,320.91,,,,,,,
05 August 2022,Monitor,Accessories,West,7.00,1554.00,370.97,,,,,,,
19 July 2024,Smartwatch,Electronics,North,3.00,2601.00,463.36,,,,,,,
15 November 2022,Headphones,Accessories,West,4.00,3616.00,745.75,,,,,,,
01 February 2023,Mouse,Accessories,West,5.00,3350.00,986.33,,,,,,,
20 December 2023,Smartwatch,Electronics,South,5.00,2545.00,588.47,,,,,,,
26 August 2024,Monitor,Accessories,East,1.00,545.00,68.28,,,,,,,
19 December 2023,Mouse,Accessories,North,7.00,1470.00,178.85,,,,,,,
30 November 2023,Camera,Electronics,South,3.00,3126.00,870.95,,,,,,,
27 December 2024,Laptop,Electronics,West,3.00,1368.00,302.29,,,,,,,
21 December 2024,Headphones,Accessories,East,9.00,7083.00,1353.39,,,,,,,
28 January 2024,Printer,Office,East,2.00,1994.00,453.74,,,,,,,
03 September 2022,Camera,Electronics,North,4.00,4716.00,1084.16,,,,,,,
29 February 2024,Monitor,Accessories,South,1.00,975.00,125.85,,,,,,,
21 April 2023,Smartphone,Electronics,West,9.00,9891.00,1774.03,,,,,,,
24 May 2024,Smartwatch,Electronics,South,2.00,626.00,159.49,,,,,,,
19 May 2024,Monitor,Accessories,East,8.00,5632.00,1620.04,,,,,,,
10 September 2024,Printer,Office,West,3.00,2568.00,734.60,,,,,,,
12 September 2023,Tablet,Electronics,East,7.00,5285.00,629.07,,,,,,,
08 November 2023,Camera,Electronics,East,2.00,516.00,122.77,,,,,,,
31 May 2022,Monitor,Accessories,East,3.00,2139.00,503.08,,,,,,,
05 January 2023,Laptop,Electronics,East,9.00,8136.00,1923.89,,,,,,,
25 October 2024,Laptop,Electronics,West,5.00,2130.00,318.99,,,,,,,
01 April 2024,Headphones,Accessories,South,5.00,3445.00,202.15,,,,,,,
16 December 2024,Tablet,Electronics,East,8.00,5376.00,429.84,,,,,,,
05 August 2023,Printer,Office,West,6.00,3006.00,730.14,,,,,,,
31 December 2022,Headphones,Accessories,North,7.00,3941.00,1113.85,,,,,,,
10 March 2023,Monitor,Accessories,North,5.00,3350.00,389.95,,,,,,,
05 May 2024,Printer,Office,South,3.00,2019.00,265.44,,,,,,,
09 June 2022,Headphones,Accessories,North,8.00,2416.00,403.38,,,,,,,
13 May 2022,Monitor,Accessories,West,8.00,6160.00,684.71,,,,,,,
07 April 2022,Printer,Office,East,4.00,2796.00,682.65,,,,,,,
19 December 2024,Smartwatch,Electronics,South,7.00,7700.00,1573.41,,,,,,,
17 June 2024,Smartwatch,Electronics,West,5.00,2095.00,193.93,,,,,,,
25 September 2024,Camera,Electronics,North,5.00,5990.00,1548.62,,,,,,,
27 December 2024,Smartwatch,Electronics,North,2.00,1206.00,307.02,,,,,,,
15 March 2024,Smartwatch,Electronics,South,5.00,1330.00,285.78,,,,,,,
25 July 2022,Camera,Electronics,West,6.00,2706.00,766.68,,,,,,,
14 January 2023,Laptop,Electronics,East,3.00,426.00,50.80,,,,,,,
13 November 2024,Tablet,Electronics,West,1.00,414.00,50.26,,,,,,,
29 June 2024,Laptop,Electronics,East,5.00,5465.00,546.33,,,,,,,
22 May 2024,Tablet,Electronics,South,3.00,726.00,71.06,,,,,,,
30 April 2022,Smartwatch,Electronics,East,1.00,1001.00,225.75,,,,,,,
16 February 2022,Mouse,Accessories,West,9.00,7362.00,1866.65,,,,,,,
14 May 2022,Keyboard,Accessories,East,4.00,2284.00,576.59,,,,,,,
17 December 2022,Tablet,Electronics,East,4.00,2940.00,566.36,,,,,,,
16 May 2023,Printer,Office,South,4.00,3068.00,868.89,,,,,,,
07 August 2024,Smartphone,Electronics,North,3.00,3477.00,862.21,,,,,,,
04 August 2024,Smartwatch,Electronics,West,9.00,4014.00,204.48,,,,,,,
07 August 2024,Monitor,Accessories,North,8.00,7200.00,804.53,,,,,,,
03 April 2024,Smartwatch,Electronics,West,3.00,735.00,134.53,,,,,,,
31 January 2023,Monitor,Accessories,East,3.00,2964.00,446.54,,,,,,,
25 March 2022,Camera,Electronics,West,9.00,3699.00,276.07,,,,,,,
14 May 2022,Printer,Office,West,3.00,1563.00,221.62,,,,,,,
13 July 2023,Mouse,Accessories,South,2.00,124.00,32.27,,,,,,,
03 July 2023,Mouse,Accessories,North,2.00,416.00,71.68,,,,,,,
07 March 2023,Camera,Electronics,South,8.00,2624.00,294.24,,,,,,,
04 November 2024,Headphones,Accessories,East,4.00,1636.00,134.85,,,,,,,
24 December 2023,Headphones,Accessories,East,8.00,8200.00,1978.93,,,,,,,
10 March 2022,Mouse,Accessories,East,5.00,5615.00,715.58,,,,,,,
30 September 2022,Printer,Office,East,5.00,3085.00,413.52,,,,,,,
07 December 2024,Keyboard,Accessories,South,6.00,3198.00,913.76,,,,,,,
13 February 2022,Camera,Electronics,West,4.00,1848.00,374.66,,,,,,,
11 April 2023,Smartwatch,Electronics,North,4.00,652.00,116.06,,,,,,,
22 November 2022,Mouse,Accessories,South,6.00,2940.00,609.99,,,,,,,
29 May 2022,Headphones,Accessories,East,4.00,3912.00,454.89,,,,,,,
09 October 2022,Tablet,Electronics,South,8.00,9392.00,891.07,,,,,,,
21 October 2022,Monitor,Accessories,West,1.00,312.00,43.01,,,,,,,
24 November 2023,Laptop,Electronics,East,9.00,7731.00,1459.74,,,,,,,
23 June 2023,Tablet,Electronics,West,1.00,1081.00,229.32,,,,,,,
16 August 2023,Smartphone,Electronics,West,6.00,1926.00,393.01,,,,,,,
26 July 2022,Monitor,Accessories,East,3.00,936.00,88.51,,,,,,,
29 December 2024,Laptop,Electronics,South,9.00,8550.00,1970.98,,,,,,,
24 August 2023,Monitor,Accessories,North,4.00,2468.00,457.51,,,,,,,
04 September 2023,Tablet,Electronics,West,3.00,801.00,90.34,,,,,,,
03 January 2023,Laptop,Electronics,East,9.00,2655.00,701.11,,,,,,,
30 November 2023,Smartwatch,Electronics,West,8.00,3928.00,700.38,,,,,,,
11 July 2024,Monitor,Accessories,East,8.00,6488.00,1438.34,,,,,,,
03 February 2024,Headphones,Accessories,West,9.00,7695.00,1749.26,,,,,,,
19 July 2023,Headphones,Accessories,West,2.00,1856.00,468.19,,,,,,,
14 April 2022,Smartwatch,Electronics,North,7.00,1519.00,403.63,,,,,,,
19 January 2024,Tablet,Electronics,West,3.00,3549.00,996.05,,,,,,,
12 September 2024,Laptop,Electronics,East,3.00,1656.00,378.84,,,,,,,
24 August 2024,Keyboard,Accessories,North,7.00,812.00,175.55,,,,,,,
25 December 2022,Mouse,Accessories,North,5.00,3730.00,864.41,,,,,,,
24 December 2023,Monitor,Accessories,South,1.00,1161.00,210.87,,,,,,,
18 May 2022,Headphones,Accessories,North,3.00,2256.00,282.52,,,,,,,
28 September 2024,Monitor,Accessories,East,1.00,359.00,78.17,,,,,,,
23 March 2024,Headphones,Accessories,East,2.00,130.00,11.10,,,,,,,
26 September 2022,Mouse,Accessories,South,8.00,4248.00,831.54,,,,,,,
04 October 2024,Camera,Electronics,South,5.00,1825.00,221.47,,,,,,,
25 September 2024,Keyboard,Accessories,East,2.00,876.00,224.01,,,,,,,
03 January 2023,Camera,Electronics,North,9.00,9180.00,2752.84,,,,,,,
26 March 2024,Monitor,Accessories,West,5.00,1765.00,160.89,,,,,,,
06 October 2022,Monitor,Accessories,South,2.00,1504.00,164.51,,,,,,,
30 June 2022,Keyboard,Accessories,South,9.00,1881.00,430.78,,,,,,,
16 January 2022,Keyboard,Accessories,East,9.00,7425.00,1533.72,,,,,,,
16 October 2022,Tablet,Electronics,East,9.00,720.00,192.83,,,,,,,
07 May 2024,Smartphone,Electronics,West,5.00,2985.00,698.22,,,,,,,
04 January 2022,Laptop,Electronics,North,9.00,711.00,200.11,,,,,,,
13 August 2024,Printer,Office,South,6.00,6276.00,1396.25,,,,,,,
13 January 2023,Mouse,Accessories,East,7.00,7966.00,955.80,,,,,,,
14 March 2023,Headphones,Accessories,East,8.00,4200.00,854.89,,,,,,,
17 May 2024,Laptop,Electronics,East,7.00,455.00,80.00,,,,,,,
15 October 2024,Keyboard,Accessories,South,8.00,5040.00,465.36,,,,,,,
11 September 2023,Mouse,Accessories,East,1.00,856.00,87.69,,,,,,,
20 July 2023,Monitor,Accessories,West,5.00,5230.00,385.77,,,,,,,
19 March 2022,Laptop,Electronics,South,5.00,4635.00,769.03,,,,,,,
07 December 2024,Laptop,Electronics,East,6.00,5508.00,360.28,,,,,,,
06 June 2023,Smartphone,Electronics,North,1.00,258.00,27.01,,,,,,,
13 July 2023,Smartphone,Electronics,East,1.00,677.00,88.41,,,,,,,
10 July 2023,Monitor,Accessories,West,5.00,4545.00,755.05,,,,,,,
09 September 2024,Smartphone,Electronics,South,5.00,4370.00,1255.36,,,,,,,
06 January 2023,Keyboard,Accessories,East,3.00,372.00,57.51,,,,,,,
05 September 2024,Camera,Electronics,West,9.00,3177.00,629.96,,,,,,,
19 April 2023,Printer,Office,South,7.00,1659.00,127.48,,,,,,,
20 April 2023,Tablet,Electronics,South,3.00,3360.00,759.31,,,,,,,
02 March 2023,Smartphone,Electronics,West,2.00,1132.00,290.56,,,,,,,
05 October 2024,Smartwatch,Electronics,East,5.00,1815.00,468.62,,,,,,,
11 November 2023,Mouse,Accessories,North,1.00,459.00,125.19,,,,,,,
15 November 2023,Smartphone,Electronics,West,1.00,1128.00,73.74,,,,,,,
30 October 2024,Monitor,Accessories,East,6.00,1170.00,104.63,,,,,,,
01 August 2022,Smartwatch,Electronics,North,5.00,4420.00,380.69,,,,,,,
29 February 2024,Smartphone,Electronics,West,6.00,456.00,69.15,,,,,,,
25 February 2024,Tablet,Electronics,North,2.00,1458.00,154.79,,,,,,,
24 June 2024,Monitor,Accessories,West,7.00,2989.00,197.58,,,,,,,
20 December 2024,Camera,Electronics,North,4.00,3424.00,845.68,,,,,,,
14 October 2024,Mouse,Accessories,West,2.00,1226.00,124.25,,,,,,,
16 November 2024,Laptop,Electronics,North,8.00,6760.00,1097.63,,,,,,,
25 September 2023,Smartphone,Electronics,West,1.00,111.00,13.61,,,,,,,
09 June 2023,Printer,Office,North,5.00,3275.00,222.29,,,,,,,
08 September 2024,Headphones,Accessories,North,3.00,2508.00,498.69,,,,,,,
01 September 2024,Keyboard,Accessories,South,8.00,904.00,202.35,,,,,,,
05 September 2024,Printer,Office,West,3.00,1506.00,427.84,,,,,,,
23 October 2022,Smartphone,Electronics,South,3.00,987.00,97.01,,,,,,,
29 January 2022,Smartphone,Electronics,East,7.00,2968.00,728.94,,,,,,,
17 March 2022,Mouse,Accessories,South,5.00,4200.00,746.86,,,,,,,
16 January 2024,Smartwatch,Electronics,North,5.00,1645.00,313.66,,,,,,,
25 November 2024,Printer,Office,East,3.00,3282.00,492.59,,,,,,,
13 February 2022,Headphones,Accessories,East,9.00,4914.00,1160.45,,,,,,,
30 March 2023,Laptop,Electronics,North,6.00,3924.00,762.96,,,,,,,
12 September 2023,Headphones,Accessories,South,6.00,420.00,65.62,,,,,,,
28 June 2024,Printer,Office,West,4.00,1544.00,106.02,,,,,,,
29 August 2022,Headphones,Accessories,East,2.00,2046.00,233.47,,,,,,,
22 November 2023,Headphones,Accessories,West,2.00,1548.00,157.48,,,,,,,
10 May 2023,Keyboard,Accessories,North,4.00,3184.00,478.27,,,,,,,
17 October 2024,Printer,Office,South,5.00,3385.00,774.86,,,,,,,
11 October 2023,Monitor,Accessories,North,1.00,59.00,10.32,,,,,,,
18 May 2024,Monitor,Accessories,South,8.00,5976.00,1016.99,,,,,,,
30 January 2023,Mouse,Accessories,West,3.00,1791.00,122.50,,,,,,,
13 January 2023,Smartwatch,Electronics,West,2.00,1644.00,189.32,,,,,,,
17 May 2024,Tablet,Electronics,West,8.00,6584.00,544.62,,,,,,,
03 August 2022,Headphones,Accessories,East,5.00,1620.00,325.87,,,,,,,
06 February 2024,Mouse,Accessories,West,9.00,2736.00,407.22,,,,,,,
11 April 2024,Monitor,Accessories,South,4.00,1064.00,274.47,,,,,,,
18 June 2024,Camera,Electronics,South,7.00,2667.00,363.50,,,,,,,
03 April 2023,Headphones,Accessories,South,3.00,735.00,217.79,,,,,,,
18 December 2024,Laptop,Electronics,East,1.00,58.00,11.25,,,,,,,
25 April 2023,Camera,Electronics,South,7.00,3136.00,850.30,,,,,,,
17 September 2023,Mouse,Accessories,East,4.00,3936.00,374.34,,,,,,,
23 November 2022,Smartphone,Electronics,East,9.00,6102.00,947.91,,,,,,,
17 May 2024,Smartphone,Electronics,North,8.00,9408.00,552.44,,,,,,,
14 December 2022,Mouse,Accessories,South,9.00,7875.00,1243.56,,,,,,,
13 October 2024,Keyboard,Accessories,North,9.00,9900.00,576.80,,,,,,,
16 October 2024,Keyboard,Accessories,North,2.00,430.00,114.91,,,,,,,
18 September 2023,Mouse,Accessories,South,3.00,813.00,238.10,,,,,,,
09 December 2023,Camera,Electronics,South,4.00,4176.00,980.11,,,,,,,
02 October 2023,Camera,Electronics,South,4.00,3084.00,348.38,,,,,,,
31 March 2022,Mouse,Accessories,West,7.00,8008.00,1593.65,,,,,,,
12 June 2024,Smartwatch,Electronics,South,4.00,4608.00,963.50,,,,,,,
16 June 2024,Headphones,Accessories,West,4.00,4356.00,614.62,,,,,,,
04 September 2023,Printer,Office,South,1.00,566.00,169.17,,,,,,,
02 December 2022,Laptop,Electronics,East,7.00,945.00,75.21,,,,,,,
12 November 2022,Smartwatch,Electronics,North,4.00,2200.00,484.33,,,,,,,
30 December 2024,Mouse,Accessories,North,1.00,746.00,131.25,,,,,,,
06 December 2024,Monitor,Accessories,East,5.00,3505.00,678.18,,,,,,,
26 May 2024,Monitor,Accessories,East,5.00,4795.00,819.12,,,,,,,
20 October 2024,Monitor,Accessories,North,5.00,4590.00,650.05,,,,,,,
04 May 2023,Monitor,Accessories,North,4.00,2092.00,467.02,,,,,,,
09 May 2024,Mouse,Accessories,South,8.00,3568.00,334.13,,,,,,,
07 December 2023,Smartphone,Electronics,West,9.00,10404.00,2028.21,,,,,,,
10 December 2022,Printer,Office,South,9.00,7029.00,1005.58,,,,,,,
21 November 2022,Laptop,Electronics,West,8.00,664.00,126.60,,,,,,,
20 November 2024,Tablet,Electronics,West,3.00,1923.00,274.00,,,,,,,
30 November 2022,Printer,Office,West,7.00,2471.00,566.51,,,,,,,
03 January 2024,Smartphone,Electronics,North,2.00,258.00,64.12,,,,,,,
29 October 2024,Smartwatch,Electronics,East,9.00,1134.00,267.26,,,,,,,
24 September 2024,Headphones,Accessories,East,5.00,855.00,238.83,,,,,,,
09 April 2024,Smartwatch,Electronics,West,9.00,3231.00,670.85,,,,,,,
05 September 2024,Tablet,Electronics,South,7.00,3591.00,266.59,,,,,,,
03 February 2024,Camera,Electronics,East,2.00,254.00,20.48,,,,,,,
17 March 2023,Smartphone,Electronics,South,5.00,5930.00,1193.32,,,,,,,
15 July 2024,Headphones,Accessories,West,2.00,1344.00,297.99,,,,,,,
20 March 2023,Laptop,Electronics,East,1.00,920.00,98.31,,,,,,,
28 August 2022,Printer,Office,North,9.00,5454.00,385.51,,,,,,,
01 December 2022,Laptop,Electronics,West,8.00,9512.00,663.23,,,,,,,
21 January 2023,Mouse,Accessories,North,4.00,2972.00,827.46,,,,,,,
23 May 2024,Smartwatch,Electronics,West,3.00,3360.00,465.02,,,,,,,
24 October 2022,Tablet,Electronics,West,4.00,1004.00,240.13,,,,,,,
25 December 2024,Headphones,Accessories,West,2.00,1944.00,332.55,,,,,,,
18 September 2023,Monitor,Accessories,East,5.00,5055.00,1200.09,,,,,,,
18 July 2022,Smartwatch,Electronics,West,2.00,128.00,8.33,,,,,,,
09 March 2024,Smartphone,Electronics,East,3.00,633.00,163.03,,,,,,,
14 December 2022,Printer,Office,South,3.00,2523.00,506.70,,,,,,,
06 November 2023,Printer,Office,West,1.00,196.00,39.60,,,,,,,
11 February 2022,Printer,Office,East,9.00,4212.00,552.96,,,,,,,
28 March 2024,Monitor,Accessories,North,1.00,63.00,17.29,,,,,,,
02 July 2023,Mouse,Accessories,South,8.00,2752.00,394.66,,,,,,,
11 November 2024,Mouse,Accessories,West,3.00,1989.00,419.61,,,,,,,
09 March 2024,Laptop,Electronics,East,8.00,8032.00,466.19,,,,,,,
21 January 2022,Tablet,Electronics,South,6.00,3702.00,407.34,,,,,,,
17 October 2022,Smartwatch,Electronics,East,8.00,456.00,90.24,,,,,,,
10 February 2023,Camera,Electronics,West,7.00,5355.00,1143.16,,,,,,,
04 March 2024,Camera,Electronics,West,1.00,972.00,261.91,,,,,,,
08 January 2022,Headphones,Accessories,South,5.00,3290.00,797.82,,,,,,,
24 November 2022,Laptop,Electronics,East,1.00,735.00,139.31,,,,,,,
24 October 2024,Tablet,Electronics,North,3.00,3336.00,798.26,,,,,,,
03 October 2022,Keyboard,Accessories,West,3.00,2082.00,346.53,,,,,,,
18 July 2024,Keyboard,Accessories,East,2.00,1340.00,129.89,,,,,,,
13 March 2022,Laptop,Electronics,East,5.00,1160.00,227.13,,,,,,,
21 September 2024,Monitor,Accessories,East,4.00,1272.00,299.84,,,,,,,
14 January 2022,Printer,Office,West,3.00,2817.00,588.47,,,,,,,
05 March 2024,Monitor,Accessories,East,3.00,1464.00,264.67,,,,,,,
13 February 2023,Headphones,Accessories,West,1.00,307.00,60.51,,,,,,,
01 October 2022,Tablet,Electronics,West,6.00,5706.00,1306.92,,,,,,,
25 May 2024,Headphones,Accessories,North,1.00,1112.00,100.47,,,,,,,
15 July 2023,Keyboard,Accessories,West,1.00,1147.00,133.48,,,,,,,
11 February 2023,Laptop,Electronics,North,2.00,330.00,66.57,,,,,,,
12 July 2023,Monitor,Accessories,North,4.00,2176.00,250.89,,,,,,,
19 March 2022,Headphones,Accessories,South,7.00,7616.00,1317.79,,,,,,,
16 July 2024,Printer,Office,North,1.00,1091.00,258.30,,,,,,,
03 April 2024,Tablet,Electronics,East,2.00,1026.00,279.76,,,,,,,
17 November 2024,Tablet,Electronics,West,2.00,210.00,42.04,,,,,,,
17 September 2022,Printer,Office,North,2.00,180.00,10.78,,,,,,,
12 September 2024,Tablet,Electronics,North,4.00,380.00,72.88,,,,,,,
13 August 2023,Monitor,Accessories,West,8.00,7664.00,1580.55,,,,,,,
22 October 2022,Smartphone,Electronics,East,8.00,6056.00,1029.90,,,,,,,
28 January 2022,Mouse,Accessories,North,6.00,606.00,104.52,,,,,,,
30 March 2024,Monitor,Accessories,North,3.00,750.00,193.86,,,,,,,
11 December 2024,Printer,Office,East,2.00,1218.00,218.88,,,,,,,
26 March 2023,Laptop,Electronics,West,2.00,2162.00,355.45,,,,,,,
13 March 2023,Headphones,Accessories,East,9.00,2223.00,347.01,,,,,,,
19 September 2023,Smartphone,Electronics,West,7.00,4452.00,920.05,,,,,,,
08 February 2022,Printer,Office,West,1.00,184.00,50.19,,,,,,,
05 April 2022,Headphones,Accessories,North,3.00,288.00,77.38,,,,,,,
24 January 2024,Camera,Electronics,West,2.00,834.00,150.12,,,,,,,
20 August 2023,Keyboard,Accessories,East,5.00,4025.00,923.17,,,,,,,
08 September 2023,Headphones,Accessories,West,7.00,4732.00,1084.28,,,,,,,
19 May 2022,Headphones,Accessories,West,5.00,4025.00,407.72,,,,,,,
15 July 2023,Printer,Office,South,8.00,2416.00,500.93,,,,,,,
16 March 2024,Tablet,Electronics,North,7.00,1897.00,524.69,,,,,,,
16 April 2022,Mouse,Accessories,East,4.00,840.00,190.13,,,,,,,
02 January 2022,Mouse,Accessories,North,8.00,6600.00,360.45,,,,,,,
20 October 2022,Laptop,Electronics,West,2.00,2362.00,342.27,,,,,,,
04 February 2024,Headphones,Accessories,South,6.00,2958.00,577.27,,,,,,,
22 March 2024,Tablet,Electronics,East,1.00,477.00,56.49,,,,,,,
04 June 2022,Keyboard,Accessories,North,3.00,942.00,84.80,,,,,,,
21 January 2023,Camera,Electronics,East,2.00,2084.00,586.72,,,,,,,
16 August 2023,Tablet,Electronics,West,6.00,4584.00,473.37,,,,,,,
28 May 2022,Printer,Office,East,1.00,1118.00,319.28,,,,,,,
30 April 2024,Mouse,Accessories,North,9.00,4005.00,652.15,,,,,,,
04 March 2024,Smartwatch,Electronics,East,5.00,4610.00,1293.37,,,,,,,
14 October 2024,Keyboard,Accessories,South,1.00,551.00,86.84,,,,,,,
05 August 2022,Printer,Office,West,1.00,75.00,19.29,,,,,,,
19 December 2023,Mouse,Accessories,South,6.00,6576.00,1899.67,,,,,,,
26 March 2023,Printer,Office,North,6.00,6432.00,1410.52,,,,,,,
08 August 2022,Headphones,Accessories,South,7.00,7763.00,1444.27,,,,,,,
02 March 2024,Monitor,Accessories,East,7.00,2240.00,622.29,,,,,,,
04 December 2022,Headphones,Accessories,East,6.00,5298.00,1209.88,,,,,,,
15 July 2023,Smartwatch,Electronics,North,2.00,116.00,32.27,,,,,,,
02 February 2022,Tablet,Electronics,East,8.00,6728.00,1140.19,,,,,,,
02 December 2022,Monitor,Accessories,North,5.00,490.00,55.59,,,,,,,
26 January 2024,Monitor,Accessories,North,7.00,2765.00,699.86,,,,,,,
21 April 2022,Smartphone,Electronics,West,8.00,2680.00,598.97,,,,,,,
19 August 2023,Camera,Electronics,East,2.00,2174.00,335.37,,,,,,,
11 April 2024,Monitor,Accessories,North,9.00,5562.00,1258.12,,,,,,,
27 September 2022,Smartphone,Electronics,East,8.00,9208.00,2595.33,,,,,,,
31 August 2024,Smartphone,Electronics,West,4.00,4512.00,546.71,,,,,,,
04 March 2024,Camera,Electronics,West,9.00,7974.00,1965.96,,,,,,,
30 April 2022,Monitor,Accessories,East,6.00,4944.00,1335.04,,,,,,,
19 March 2022,Printer,Office,South,3.00,1611.00,234.84,,,,,,,
05 July 2024,Smartwatch,Electronics,West,9.00,4599.00,618.89,,,,,,,
21 March 2024,Laptop,Electronics,East,6.00,4380.00,419.30,,,,,,,
20 October 2024,Headphones,Accessories,South,2.00,2376.00,580.26,,,,,,,
03 January 2023,Monitor,Accessories,South,9.00,6588.00,1800.90,,,,,,,
05 January 2022,Mouse,Accessories,East,5.00,3745.00,720.08,,,,,,,
18 June 2022,Camera,Electronics,North,5.00,5305.00,1389.25,,,,,,,
19 May 2023,Tablet,Electronics,North,8.00,1608.00,332.12,,,,,,,
18 July 2024,Monitor,Accessories,East,9.00,4977.00,745.81,,,,,,,
09 February 2022,Smartphone,Electronics,East,7.00,4529.00,273.97,,,,,,,
15 April 2024,Camera,Electronics,West,7.00,4690.00,319.42,,,,,,,
12 November 2024,Keyboard,Accessories,East,4.00,2424.00,544.07,,,,,,,
27 November 2024,Keyboard,Accessories,North,6.00,3594.00,610.77,,,,,,,
03 May 2022,Keyboard,Accessories,North,7.00,3962.00,491.90,,,,,,,
14 March 2024,Camera,Electronics,East,2.00,944.00,149.38,,,,,,,
20 December 2022,Smartwatch,Electronics,West,6.00,6792.00,1787.97,,,,,,,
06 March 2023,Tablet,Electronics,North,7.00,6804.00,1383.81,,,,,,,
20 September 2024,Camera,Electronics,South,6.00,816.00,98.75,,,,,,,
10 July 2022,Monitor,Accessories,North,6.00,5916.00,544.59,,,,,,,
17 June 2022,Mouse,Accessories,South,5.00,5730.00,310.58,,,,,,,
13 May 2024,Headphones,Accessories,East,7.00,8288.00,785.54,,,,,,,
24 June 2022,Headphones,Accessories,South,2.00,2046.00,394.93,,,,,,,
05 June 2022,Tablet,Electronics,East,9.00,5031.00,1149.48,,,,,,,
10 March 2022,Keyboard,Accessories,South,9.00,1764.00,417.95,,,,,,,
23 July 2022,Laptop,Electronics,South,8.00,1880.00,486.88,,,,,,,
25 December 2023,Smartwatch,Electronics,West,2.00,200.00,10.45,,,,,,,
06 October 2022,Mouse,Accessories,East,3.00,2688.00,476.77,,,,,,,
02 January 2023,Laptop,Electronics,West,4.00,3216.00,213.81,,,,,,,
21 December 2023,Camera,Electronics,East,8.00,8440.00,1504.18,,,,,,,
26 April 2024,Tablet,Electronics,East,7.00,1582.00,208.42,,,,,,,
12 July 2024,Laptop,Electronics,North,1.00,58.00,10.79,,,,,,,
26 March 2022,Smartwatch,Electronics,West,8.00,608.00,163.18,,,,,,,
19 November 2024,Smartphone,Electronics,North,3.00,183.00,41.82,,,,,,,
02 July 2024,Monitor,Accessories,West,5.00,3105.00,744.26,,,,,,,
13 April 2023,Monitor,Accessories,North,5.00,2450.00,485.18,,,,,,,
05 December 2022,Laptop,Electronics,North,3.00,3024.00,622.29,,,,,,,
20 April 2023,Printer,Office,East,4.00,3856.00,747.79,,,,,,,
11 March 2024,Keyboard,Accessories,West,7.00,532.00,121.03,,,,,,,
